period,event_type,mention_count,descriptions
不明,无感性行为,1,在完全无感情的性过程中感到迷茫并因姿势搞笑笑场
不明,被女生表达多妻意愿,1,被女生开玩笑说宁愿和别人一起嫁给自己也不愿找别人结婚
不明,模拟多女同居生活,1,与三位女性在自家阁楼共同生活一个月并分担家务与开销
不明,隐瞒同居事实,1,在父母出差期间通过避开打扫阿姨来掩盖多女同居的情况
不明,负债创业心理分析,1,作者指出负债创业容易让人产生赌博心理，倾向于为了高回报机会而借钱冒险。
不明,创业失败者行为观察,1,作者描述了许多创业者因借债扩张导致债台高筑，最终暴雷的普遍现象。
不明,创业者偏执心态剖析,1,作者分析了负债创业者常有的理直气壮心态，认为家人朋友必须支持自己，否则就是见不得自己好。
不明,家庭冲突场景推演,1,作者描绘了创业者在搞不到钱时可能偷偷抵押家产、借高利贷，并与家人激烈争吵的典型场景。
不明,拒绝回归职场心态,1,作者指出部分创业者即使失败也拒绝回去上班，认为自己是老板，无法接受做回打工仔。
不明,情感观念,1,作者表示不在乎伴侣过往及交往人数，甚至不介意对方有男友。
不明,价值主张,1,作者坚持认为男性不应放弃争取自己看重的择偶标准。
不明,办公选址,1,作者从父亲处获得市中心一间办公室用于经营公司
不明,采购装修,1,作者与后辈花费一周时间开车去宜家采购并布置办公室
不明,同居办公,1,作者与后辈在办公室内共同生活、游戏，后辈打地铺居住
不明,人员扩充,1,后辈将女仆咖同事骗入公司，三人形成日常吃喝玩乐的固定圈子
不明,通勤羞耻,1,作者与两名穿着女仆装的女性在市中心写字楼等电梯遭人侧目
不明,司机入职,1,商会大小姐为应付家人加入公司担任司机并负责接送
不明,周边游历,1,四人团队活动范围扩大，每周由大小姐带往上海周边私人会所聚餐
不明,关系坦白,1,在同伴逼问下，作者向公司三人坦白“出差”真相并引入 CP
不明,误会澄清,1,后辈向 CP 透露作者情史，导致 CP 误认后辈为正宫而甘愿当小老婆
不明,打破禁忌,1,CP 在周末独自来公司时，率先在办公室接待区与作者发生亲密行为
不明,多人互动,1,后辈与 CP 串通后，三人开始在办公室大床上进行亲密活动
不明,温泉提议,1,商会大小姐提议并安排四人前往私汤包间泡温泉，并率先脱衣
不明,消费行为,1,作者表示若二次元游戏角色设计涉及打拳，将转向观看里番以满足需求。
不明,长期居住经历,1,作者在静安寺生活了二十多年
不明,日常观察,1,作者从未在静安寺商场内见过猪脚饭店
不明,分析心理机制,1,作者分析指出未经营过公司的人容易产生乐观梭哈心态
不明,总结行骗逻辑,1,作者总结出针对穷人的骗局往往逻辑简单直白且承诺高额回报
不明,出 Cos 经历,1,作者通过亲自扮演喜欢的角色并参与漫展互动，获得了拍照、合影及被认可的快乐体验。
不明,被女生纠缠,1,作者自称天天被女生纠缠并因此谈过很多段恋爱
不明,自我身份认知,1,作者自述为没钱没权无名无利且无社会地位的“三无分子”
不明,恋爱关系互动,1,作者与女伴开玩笑讨论身高问题后，被对方深情拥抱并表白
不明,观影偏好,1,作者认为《异形大战铁血战士》是一部有点烂的电影
不明,择偶建议,1,作者建议不要错过同样喜欢该电影的女孩
不明,上海街头避让,1,因担心被老人责骂而在上海走路时小心翼翼
不明,日本街头冲突,1,在日本街头故意撞倒一名中年上班族并辱骂对方
不明,频繁赴日,1,曾有一段时间频繁前往日本
不明,街头装束扮演,1,每次抵达日本便换上类似黑帮的装束
不明,便利店蹲守,1,蹲在便利店门口喝汽水，通过身高优势吓退回瞪的路人
不明,故意横冲直撞,1,在日本街头故意不礼让行人，享受对方恐惧回避的反应
不明,话术迭代经历,1,作者将夸赞姑娘像九十年代港星的话术迭代了十几个版本
不明,持续审美偏好,1,作者一直觉得周海媚版周芷若黑化过程是武侠剧中演绎最好的恶堕情节
不明,旁观发小经历,1,目睹发小从穷困潦倒到翻身，以及他与陪伴女孩之间的情感故事
不明,被嘲讽方言经历,1,作为上海人常被他人指责“讲的什么鸟语”
不明,方言反击策略,1,面对有方言优越感的人时，会故意讲对方完全听不懂的方言
不明,交往金发富家女,1,与一位未成年、性格脱线且家境优渥的金发女孩建立恋爱关系
不明,街头蹲坐抽烟,1,因经济拮据与女友在步行街蹲坐抽烟聊天
不明,女友逃课同居,1,女友为躲避语言学校课程频繁逃课至作者家中
不明,夏日饮酒狂欢,1,夏季有钱时与女友在街头饮酒，女友醉后行为失控
不明,球场打球,1,每日与女友前往篮球场打球，因女友外貌和球技引人注目
不明,偷取家中现金,1,因资金短缺，多次从父亲书房偷取现金供两人挥霍
不明,编造非洲谎言,1,为解释不看大象而编造非洲朋友被踩死的谎言并被女友深信
不明,对抗女方母亲,1,女方母亲安排相亲对象并指责作者，引发女友激烈反抗
不明,男方父亲反对,1,女方父亲提出苛刻联姻条件，导致作者父亲强烈反对并拒绝
不明,女友远嫁英国,1,女友最终被母亲送往英国留学，两人关系结束
不明,出行沟通习惯,1,出门时提醒身边女性直接向自己提出需求而非接触陌生人
不明,冲突应对原则,1,坚持由自己出面交涉以避免男性被卷入冲突或充当打手
不明,行为底线坚守,1,拒绝在他人一意孤行后要求使用武力压制对方
不明,社交解决方式,1,通过礼貌沟通通常能顺利解决日常通行冲突
不明,心理恐惧状态,1,害怕看到女性独自横冲直撞引发冲突
不明,恋爱交往,1,与两位前任约会时对方直接表达想玩和想吃的意愿
不明,特殊习惯,1,与前任在亲密行为时对方邀请抽烟感到羞耻
不明,发型态度,1,与前任交流中发现对方极度厌恶双马尾发型
不明,家庭关系,1,与前任在深夜街边烧烤摊边抽烟喝酒边抱怨家庭
不明,性格相处,1,与前任相处时双方都表现得豪爽且不计较
不明,学业状况,1,与前任交往中发现对方存在退学或逃课情况
不明,情感话题,1,与前任聊天时讨论过各自的追求者
不明,关系感受,1,与前任相处时感觉感情轻松惬意但缺乏未来规划
不明,漫展初遇,1,在漫展排队时因对方晕倒而结识
不明,暑期漫展同行,1,暑假陪对方去漫展并垫付资金后收到现金还款
不明,酒店过夜担忧,1,因对方晚归被家长责罚而内疚，在酒店独自焦虑一整夜
不明,十天异地旅行,1,对方获准外出十天后，两人开启从上海到广州的自驾旅程
不明,挥霍家底出行,1,为带对方见世面，取走家中大部分现金并加满油开始长途旅行
不明,广州酒店同居,1,在广州期间大部分时间待在酒店，与对方朝夕相处玩游戏聊天
不明,得知对方背景,1,聊天中得知对方父亲是海军，童年生活在有直升机起降的岛上
不明,资金危机获助,1,旅行资金耗尽时，对方主动拿出三万现金资助
不明,酒店兼职工作,1,在旅行途中于酒店内帮朋友制作商业企划 PPT 以赚取零花钱
不明,家庭进食习惯,1,作为独生子女在家庭聚餐时优先拿走螃蟹和虾，仅做表面推让后独自享用剩余食物。
不明,饮食底线认知,1,清楚在吃鸡鸭时不能只吃腿而把其他肉全部剩下，认为那样比单纯贪吃更自私。
不明,玩具设计观察,1,认为头部火神炮设计属于填补空位的普通细节
不明,认知变化,1,因高达后来走红而改变了对其设计的看法
不明,自我生活状态,1,作者自述自己活得混乱
不明,网络互动经历,1,作者看到知乎回答下男性帮腔教育提问者
不明,被女生表达多娶意愿,1,被女生说过宁愿和他人一起嫁给自己也不愿找别人结婚
不明,多人共同生活实验,1,父母出长差期间与三位女性在自家阁楼共同生活一个月
不明,多人协作家务,1,四人分担买菜、做饭、收拾等家务以提升效率
不明,多人共享居住空间,1,在拥有十个房间和六个卫生间的家中安排四人生活并保留各自私密空间
不明,身体状态,1,厌恶走路且体力较差
不明,生活习惯,1,热衷坐轮椅并依赖他人推行
不明,生活细节,1,洗澡后常因发呆忘记吹头发
不明,行为模式,1,习惯将浴巾扔在地上踩踏
不明,出行方式,1,每周携带超重行李且无需自己拖动
不明,社交表现,1,待人温和优雅但保持距离感
不明,人际互动,1,拥有专门使唤的人而非直接指挥他人
不明,资源获取,1,住校期间常通过夹带获取特殊物品
不明,物品管理,1,频繁丢失物品（如手机）且迅速补买
不明,价值观,1,重人轻钱导致看似易受骗
不明,情感表达,1,仅对亲近者流露真情，对外人保持冷漠
不明,情绪反差,1,在校表现优雅，独处时立刻抱怨学校
不明,性格矛盾,1,既害羞又强势
不明,成长环境,1,异想天开的想法常被满足
不明,护肤状态,1,极易晒黑但靠家境维持白皙
不明,身份认知,1,自比或被视为类似“辉夜”的大小姐
不明,Cosplay 背景板,1,被朋友拉入圈中担任不露脸角色并分享写真收益
不明,司机兼保镖,1,周末接送老板女儿，平日打杂，寒暑假陪人出 Cos
不明,田径队陪跑,1,担任校田径队陪跑，负责让女生跑不过自己
不明,酒店试装挑战,1,作者与多位 coser 在酒店尝试穿着暴露服装接收外卖
不明,代驾接送老板女儿,1,开老板的车在校门口接他女儿，因对方父亲威胁而不敢单独行动
不明,接送 Cos 搭子遭误解,1,开豪车接 Cos 搭子时，被同行摄影师误认为网约车并流露敌意
不明,做模特助理,1,作者曾为富婆姐姐担任过一段时间的助理
不明,与同行社交,1,作者与秃头领导的秘书及模特圈朋友在休息室抽烟、聚会
不明,朋友高消费,1,作者观察到圈中朋友日常购买昂贵水果并大方请客
不明,听朋友吐槽,1,作者听模特朋友抱怨做 showgirl 的辛苦及奇葩金主经历
不明,做大小姐司机,1,作者结束助理工作后，转而为大小姐担任司机
不明,机场接人迷路,1,作者送大小姐去成都时，对方在高铁站迷路，由朋友帮忙接应
不明,道德观念,1,作者认为花钱买性是一件可怜的事情
不明,处世态度,1,作者表示不会嘲讽或看不起热衷嫖娼的人
不明,性别认同,1,作者认为大家都是男人无需搞优越感
不明,人际立场,1,作者对他人行为持不理解但尊重的态度
不明,社交关系状态,1,拥有 cos 搭子、后宫、金主姐姐及 JK 妈妈等多元社交关系
不明,情感经历状态,1,从未交往过拥有男闺蜜的伴侣
不明,观点重申,1,作者反复强调“女生喜欢你就会愿意为你花钱”这一观点近一百遍。
不明,家庭关系认知,1,从小就有姐姐或妹妹陪伴
不明,养老规划设想,1,计划未来为父母开设高级养老院
不明,求助经历,1,在浙江遇到困难时 80% 的情况都有人帮忙
不明,日常交流,1,与超市老板、服务员及方丈交流时感受到对方的客气礼貌
不明,警务接触,1,接触浙江警察时感受到其态度良好
不明,人际观察,1,观察到浙江小姑娘乖巧可爱
不明,亲戚频繁造访,1,亲戚孩子因喜爱作者家的氛围而频繁来访甚至赖着不走
不明,开放玩具与陪伴,1,作者向弟妹开放所有玩具并全程陪伴他们娱乐
不明,款待活动安排,1,作者为来访的亲戚孩子制作烧烤并带其游玩
不明,聚会后空虚感,1,亲戚聚会结束后作者因房屋突然空荡而感到惆怅
不明,模特班同学,1,作者与后辈在模特班相识但当时几乎无交集
不明,模特班毕业,1,作者退出模特行业后与后辈在游戏展重逢并成为朋友
不明,朋友日常相处,1,作者与后辈建立基于金钱坦诚的轻松友谊
不明,朋友调侃,1,后辈在作者去成都接人途中通过手机持续揶揄作者
不明,朋友评价,1,作者欣赏后辈的坦诚并认为她是不相信爱情的好玩伴
不明,交往对象观察,1,作者交往过的性格开放或恶劣的姑娘大多有纹身
不明,目睹抽烟场景,1,作者目睹年轻纹身姑娘熟练抽烟并与其发生言语互动
不明,寻找纹身经历,1,作者曾试图在一名金发女子身上寻找纹身却一无所获
不明,热恋体验缺失,1,作者未曾经历过如胶似漆黏腻拉丝的热恋状态
不明,同居吸引状态,1,作者虽交往对象未成年，却常有人被引诱至其家中居住
不明,自我心态反思,1,作者反思自己反复强调“不介意”的行为显得过于隐忍
不明,后辈打工经历,1,后辈在不援交时去女仆咖啡厅打零工
不明,漫展 Cosplay 搭档,1,作者与一位女性 Coser 在漫展期间共同活动并建立亲密关系
不明,酒店私密互动,1,作者在漫展结束后与搭档在酒店饮酒并发生亲密行为
不明,情感博弈与告白,1,作者与搭档互相揭露关于“假男友”的谎言，并确认彼此早已互相告白的过往
不明,审美偏好陈述,1,作者表达了对特定体型（白瘦幼或肌肉黑皮）的审美标准
不明,他人观察描述,1,作者提及见过名为“妃咲”的人并描述其身材特征
不明,主观感受表达,1,作者对运动系少女的腹肌产生想紧紧抱住的冲动
不明,旅途偶遇,1,在旅游车上偶遇一位四岁小女孩并与其成为朋友
不明,应对突发,1,面对小女孩突然掀衣举动时选择低头回避
不明,教育引导,1,认真教导小女孩不能在他人面前掀衣服
不明,持续陪伴,1,在车上陪伴小女孩一整天直至下车出站
不明,临别互动,1,出站时与小女孩告别并听到她对自己同伴的误称
不明,识人判断,1,作者认为自己能准确预判他人未来的成就
不明,母亲回忆往事,1,作者母亲提及自己在九十年代末混迹 cos 圈的经历
不明,角色扮演体验,1,作者描述参与 cosplay 时制作服装与道具带来的成就感
不明,观察经历,1,作者在工作中接触过许多一心想要出人头地的创业穷小伙
不明,漫展角色扮演,1,作者与 CP 在漫展分别扮演不同角色并遭遇大量互动拍照请求
不明,意外摔倒,1,作者因天气炎热拒绝拍照时，CP 社恐逃跑途中不慎摔入其怀中
不明,围观起哄,1,作者与 CP 摔倒后引发周围人群围观并请求拍摄该场景
不明,接受馈赠,1,接受女生请吃饭、买衣物及带其游玩
不明,二次元周边收藏,1,收集做工精良的 cos 鞋和各类颜色的 jk 制服小领结
不明,展会物品接收,1,朋友在漫展结束后将鞋和衣服直接送给作者
不明,遭遇荒诞邀约,1,被一名女子以收集小说素材为由邀请进行无安全词的 SM 活动
不明,果断终止行为,1,因对方拒绝设定安全词而扔掉钥匙并立即离开
不明,持续收集行为,1,从多位女性手中获得不同时期的校服
不明,持有特定藏品,1,收藏两套上海九十年代蓝色校服（含原品与仿品）
不明,春节带娃,1,家人出钱让作者在大年三十照顾小孩
不明,春节陪大小姐,1,当年有人出钱让作者在大年夜陪伴大小姐
不明,未训练期体能优势,1,未接受正规训练时 1000 米跑获全年级第一
不明,训练后校内夺魁,1,经过一年正规训练后获得全校第一
不明,区级比赛失利,1,在区级比赛中被一名身材瘦小的对手轻松击败
不明,抱持体验,1,作者曾抱过许多体重 40kg 以下的女性并描述其触感
不明,认知更新,1,作者后来才了解到“脂包骨”这一概念
不明,结识性格恶劣的 Cos 搭子,1,作者曾与一位性格极端、行为出格的 Cos 搭子共同活动
不明,目睹搭子出轨与养舔狗,1,作者亲眼见到搭子在电话中出轨并让追求者送避孕药等物品
不明,目睹搭子暴露狂行为,1,作者知晓搭子拍摄私密视频并诱骗陌生人的疯狂行径
不明,被搭子戏称为小碧池,1,作者被这位搭子要求称呼其为“小碧池”
不明,收到搭子转赠的奶茶,1,作者因搭子不爱喝而收到了货拉拉小哥送给搭子的奶茶
不明,观察搭子受追捧现象,1,作者观察到搭子因外貌出众而受到面包店阿姨及追求者的特殊对待
不明,早期碧蓝航线摄影,1,作者自称是国内最早一批拍摄碧蓝航线套图的摄影师
不明,结识测试服玩家,1,作者的 Cos 搭子是碧蓝航线测试服玩家且当时是现役高中生
不明,协助定制 Cos 服,1,作者帮搭子找资料制作高雄 Cos 服的绶带和肩章
不明,漫展拍摄经历,1,作者常在漫展拍摄搭子，并需将其从围观游客中拉出
不明,拍摄时遭遇干扰,1,拍摄期间搭子因游戏活动进度而边换装边肝游戏，无视拍摄进度
不明,协助调整义乳,1,作者见证搭子因义乳质感太假而改用胸垫硬垫出可畏角色
不明,拍摄柴郡私房,1,作者拍摄了早于推特公开视频的柴郡私房照
不明,诱导拍摄长门,1,作者被搭子诱骗外出后，目睹其反锁房门并换上大号长门 Cos 服
不明,朋友出 Cos 被夸身材,1,作者提到一位黑瘦柴的朋友出 Cos 时仍被夸赞身材好
不明,漫展被表白,1,在漫展出兰斯洛特时因单手撑桌跨入摊位的动作被摊主妹子告白
不明,联谊被表白,1,在联谊活动中因跑步胜过体校妹子并说出特定话语而被其告白
不明,伴侣生理期回避,1,作者提到其伴侣在生理期时会躲进房间并让作者将物品放在门口。
不明,伴侣情绪预警,1,作者转述伴侣称生理期时无法控制怒气，因此要求作者不要打扰。
不明,朋友防走光经历,1,朋友穿 Lolita 裙需别五个别针以防走光
不明,朋友练拳击,1,朋友心血来潮去拳馆练习拳击
不明,陪朋友格斗,1,作者陪朋友玩无差别格斗时因害羞未还手并挨打
不明,被当作备选方案,1,作者被一位姿色气质一般的姑娘视为玩腻后的接盘托底方案
不明,关系被刻意维系,1,作者在对方寻找其他下家时仍被对方时不时维系关系
不明,持续恋爱状态,1,作者目前仍与这位姑娘保持恋爱关系
不明,观察他人互动,1,作者认为某段文字挑逗语气别扭且油腻
不明,交往经历,1,作者曾交往过许多未成年女学生（JK）
不明,社交场景假设,1,作者设想对爱慕者或女友说特定话语时的反应
不明,语言感受体验,1,作者听到“贤妻良母”一词时感到恶寒并联想旧道德
不明,宠物抢食,1,作者被宠物抢走泡好的面
不明,共食互动,1,作者将宠物抱在腿上让其进食同时抚摸
不明,婚姻筹备观察,1,作者认为很少有人在临结婚时才商量家务分工问题
不明,行为推测,1,作者推测可能存在一方婚前承诺包揽家务、婚后却试图教育对方做家务的情况
不明,组建游戏战队,1,作者曾与一位女性搭档共同组建了一个接近 30 人的 Cosplay 游戏团队
不明,自我认知探索,1,作者通过前搭档的反馈与分析，确认了自己存在性瘾及性能力水平
不明,性格重塑,1,作者通过与前搭档的互动，完成了对女性建立无所畏惧性格的最后拼图
不明,情感边界界定,1,作者明确前搭档并非其女友，且对方已有男友
不明,模特班后辈援交见闻,1,作者通过模特班后辈的讲述，了解到未成年援交者遭遇的男性普遍虚伪及“救风尘”式白嫖的现实情况。
不明,账号运营压力,1,粉丝过万后无力独自打理 Coser 账号
不明,日常高强度工作,1,每周需完成拍照修图发布及处理骚扰私信
不明,商务沟通,1,每日筛选合作信息并加微信详聊委托或嘉宾事宜
不明,替人代运营,1,亲自打理 CP 的账号并负责回复粉丝互动
不明,遭遇客户告白,1,作者曾遇到过三位因提供幻觉服务而上头并向其告白的客户。
不明,观察朋友经历,1,作者提到有朋友遇到过认为自己是对方专属的姑娘
不明,总结交往经验,1,作者基于观察提出通过高频相遇来快速试错和识别不合适的人
不明,社交圈观察,1,发现身边男性圈子普遍认同“男人需有钱有底蕴才受女性欣赏”的观点
不明,策略性行动,1,在男性朋友尚未成功时抢先追求他们心仪的女性
不明,人生感悟,1,作者强调拿钱买不到感情且身外之物吸引不到真爱
不明,配音经历,1,作者曾从事配音工作但已许久未进行
不明,角色幻想,1,作者幻想若成为魔法少女会亲自念台词
不明,深夜打车遭遇司机抱怨,1,半夜出机场打车时被迫听司机抱怨排队不易并指责乘客不懂事
不明,体能状态描述,1,作者自述拥有较强的体力。
不明,暴力倾向自述,1,作者承认自己体内存在暴力因子。
不明,生理期状态,1,作者提到自己正处于大姨妈最后一天
不明,等待回应,1,作者多次发消息催促对方回复，表达焦虑与不安
不明,情绪波动,1,作者因对方未及时回复而陷入恐慌，随后又迅速转为关心
不明,恋爱模式固化,1,从小到大只回应主动追求自己的女生，导致对主动示好习以为常
不明,情感耐受期缩短,1,曾有一段时间对恋爱对象的专注时间缩短至仅一周，随后彻底厌烦
不明,频繁周旋与脱身,1,生活模板为被女生勾搭后短暂陪伴，随后寻找借口离开城市并拒绝告白
不明,极限脱身挑战,1,将“几天能体面脱身”作为成就，最快记录为 24 小时内哄好女生让其回归正常生活
不明,试探人性底线,1,曾半开玩笑邀请女生跨越 1500 公里见面，或谎称已有女友来测试对方反应
不明,心理状态转变,1,因“女生主动恐惧症”及空虚感，最终被强势女生治愈并开始学习正常交流
不明,短期亲密关系,1,与一名女性相识两天后决定见面并发生性关系
不明,性观念交流,1,与伴侣在性行为前约定不使用避孕套
不明,情感倾诉,1,听伴侣讲述拒绝追求者三年的男生的原因
不明,全国多地频繁约会,1,作者自称通过频繁飞往全国各地与不同女生见面来积累约会战绩
不明,跨城即时赴约,1,作者描述自己能在上海、城防港、浙江、云南、广州等多地连续快速切换行程与女生见面
不明,无固定工作时间,1,作者自述拥有随时可出发、无需等待休息或出差的充裕空闲时间
不明,赠送定制礼物,1,作者提到在机场购买伴手礼并携带一套跟随自己飞遍半个中国的机车女郎 C 服送给女生
不明,游戏设计经历,1,作者曾设计过一款让未看过高达的女生评价 MS 的游戏
不明,伴侣居家裸体习惯,1,作者伴侣在家基本不穿衣服且喜欢光脚走动
不明,伴侣裸体开门拥抱,1,作者每次去伴侣家时，对方都会全裸开门并直接抱住
不明,网络钓鱼实验,1,作者用朋友照片在推特和知乎测试能否吸引追求者
不明,外貌优势带来的误解,1,作者认为他人对自己恋爱成功的归因其实是源于身高和长相而非技巧。
不明,情感关系经历,1,作者描述了一段在恋爱中因女友情绪失控而被迫充当情绪垃圾桶的虚构或典型化经历
不明,交往金发笨蛋,1,曾与一位外貌精致但性格粗鲁、品味差且爱抽烟的女生交往
不明,交往多位美少女,1,交往过包括天才 JK、男装 Coser、田径部成员等多位外貌出众的女性
不明,社交策略,1,故意延迟回复消息以显得忙碌并尽早结束话题
不明,观察他人习惯,1,发现 CP 和前搭子回复摄影消息通常需要半天以上 / 发现漫展扩列的人往往三天只回一个表情甚至不回
不明,被特殊对待,1,发现 CP 和前搭子对自己总是秒回消息 / 发现前搭子即使见男友时也会秒回自己的消息
不明,推测动机,1,认为对方秒回是为了抓住机会和自己聊天
不明,消费随和,1,与女生外出时从不挑剔食物，无论对方请客还是在家吃剩饭都能接受
不明,金钱观淡然,1,对金钱没有执念和赚钱野心，不靠金钱维持自信也不向女生借钱
不明,被评价穷得理直气壮,1,曾被商会大小姐评价为穷得理直气壮且厚脸皮
不明,田径训练经历,1,作为前田径运动员曾接受专业训练
不明,直线竞速测试,1,在直线奔跑中仅需 5 秒即可追上田径队新手
不明,曲线跑动失误,1,在练习曲线绕圈跑时差点扭伤脚踝
不明,关系认知,1,作者认为互相喜欢会直接进入恋爱状态而无追求过程
不明,情感判断,1,作者认为进入追求状态意味着对方暂时不想选择你
不明,互动分析,1,作者认为所谓的容易追求只是对方本就喜欢才会回应
不明,回校探访,1,作者回学校看望老师并去操场跑步
不明,观察学妹,1,作者观察并对比了现在学妹与过去女生的外貌特征
不明,感官体验,1,作者描述了接触女学生时的皮肤触感、气味及身体细节
不明,长期交友观察,1,从小学至今持续总结与女生交友的经验结论
不明,虚构交友案例,1,描述在鬼屋活动中与心仪女孩从相识到牵手互动的完整过程
不明,现象分析,1,作者认为互联网让男性看清女性主动的表现，使“矜持”等话术失效。
不明,被误认情侣,1,和妹妹外出时店员总误以为两人是情侣
不明,被推销鲜花,1,和姐姐外出时被卖花女孩追着推销
不明,被朋友起哄,1,漫展带 CP 去朋友店里被调侃关系
不明,被误认同性情侣,1,有时和同性外出也会被误认为情侣
不明,朋友社交奇遇,1,目睹朋友因意外露出 Coser 衣物而被另一位 Coser 误认为摄影并成功加微信带走
不明,朋友情绪爆发,1,目睹另一位朋友因 Coser 被朋友“拐跑”而情绪崩溃并嚎啕大哭
不明,遭受无端恶意,1,因表现得没心没肺且总是开心而遭到其他男性的嫉妒与诋毁
不明,被造谣中伤,1,被恶意传播一事无成、吃软饭及欺骗女性的谣言
不明,意外成名,1,因他人的持续诋毁反而在漫展等场合意外获得知名度并收获热情搭讪
不明,被朋友调侃为男魅魔,1,作者被身边的女性朋友评价为擅长调动男性情绪的人
不明,社交聚会中的核心角色,1,作者参加联谊或聚会时，男性总会围拢过来与其热烈讨论
不明,快速建立男性友谊,1,作者能让原本冷漠的男性在短时间内与其称兄道弟
不明,拒绝广泛社交,1,作者表示不打算像假面骑士那样与全世界的人交朋友
不明,服务承诺,1,作者表示愿意以每小时 300 元的价格提供陪伴、倾听及情绪支持服务。
不明,伴侣互动,1,作者长期拒绝伴侣要求朗读女性向羞辱文本的请求 / 作者因伴侣拖延洗澡而强行按在墙边并模仿羞辱台词进行调情
不明,观察角色热度变化,1,作者观察到露露卡从初期小范围人气到春节后因二创爆发而广泛走红
不明,分析创作环境变迁,1,作者分析短视频工具降低了制作门槛，使普通人能实现以往无法完成的幻想短片创作
不明,认知原则,1,坚持只相信亲眼见到和亲身感受的事情
不明,母亲旅行习惯,1,母亲满世界旅行并习惯用上海黄浦区作为评价标准
不明,母亲美国之行,1,母亲从美国回国后评价该国无趣且几乎不出门
不明,母亲反对行为,1,母亲强烈反对我去美国游玩
不明,个人旅行经历,1,去过日本、泰国、东南亚、欧洲、英国、南极和埃及，唯独没去过美国
不明,未来计划,1,打算亲自去美国看看以验证真相
不明,持续处世模式,1,长期依靠礼貌语言和微笑化解潜在冲突，从未遭遇蛮不讲理者
不明,提供伴游服务,1,长期为女性客户提供从行程规划、行李整理到全程陪同的伴游服务
不明,住宿客户家中,1,出发前夜睡在客户家客厅以便次日早起叫醒客户
不明,雇佣朋友接送,1,每次出行都提前通知朋友并在楼下等候，付费请其接送客户
不明,携带少女长途飞行,1,曾带一名 14 岁少女飞越 2500 公里安全与家人团聚
不明,日本高强度伴游,1,曾带一名 28 岁女性在日本进行为期七天的购物与景点高强度行程
不明,陪同 Coser 全国赶展,1,曾陪同 Coser 嘉宾携带重物在一个月内走遍半个中国并负责外勤与妆造
不明,故宫深度讲解,1,曾陪同客户在故宫从午门侃到御花园，甚至将人从景山背下
不明,沉迷校园爱情,1,至今仍在怀念并沉浸于学生时代的纯粹情感中
不明,道德焦虑状态,1,长期活在道德枷锁中，时刻小心翼翼生怕被他人窥探评判
不明,暴雨夜奔酒店,1,与伴侣在暴雨中一路奔跑大笑着冲进酒店并乘电梯
不明,车内嬉闹回忆,1,回忆曾经有女孩坐在后座嬉笑打闹，拍背鼓励自己迎着风浪前行
不明,从事男喘工作,1,作者曾做过一段时间陪女生聊羞耻内容的男喘
不明,接待特定顾客案例,1,作者曾遇到一位刚抱怨继父骚扰随即要求扮演其父亲进行羞辱的顾客
不明,观察顾客心理状态,1,作者发现女性顾客普遍渴望在安全环境下被危险角色控制并享受语言羞辱
不明,探究顾客行为动机,1,作者通过询问得知顾客不愿与男友交流此类需求是出于对关系内控制与尊严的顾虑
不明,职场休息被说教,1,作者在休息日因被强行灌输“记住”的言论而感到逆反
不明,日常工作状态,1,作者认为自己平时一直在勤勤恳恳上班为社会作贡献
不明,母亲育儿方式,1,母亲从不以成绩作为奖励或惩罚条件，常直接邀请作者一同游玩
不明,童年成长状态,1,因母亲包容态度，作者对考试失利和失败从未感到压力
不明,拥有特定性取向朋友,1,作者表示自己有男同和男娘朋友
不明,听闻朋友混乱情史,1,作者被朋友讲述的混乱情史震惊到发愣
不明,被母亲强制穿搭,1,母亲每周带作者逛店试穿搭配，且拒绝淘宝货与二次元风格
