标题,发布/编辑时间,赞同数,内容摘要,链接
觉得自己有点心理问题需要看心理医生吗？,未知,0,深夜睡不着时写的，记录一下前一天接触的病例，或许对诸位的思考有所帮助。 昨天早晨比预计换班早得多的时间去了医院，顺便去住院部三楼的一间办公室取一部分材料。 走廊里静悄悄的，只听得见路边床位上病人熟睡的呼吸声和我的脚步声。 中途路过了走廊的某个床位，发现床上躺的老人我居然认识，因为我见过她不下三次：第一次见是在心内科，因为她说…,https://www.zhihu.com/question/300912885/answer/2207778426
为什么现在越来越多人反感女权主义了？,未知,0,太长不看版：中国目前的女权组织本质上是极端宗教的一种。 正文：即使是从纯粹的政治学角度来看，中国的女权[1]也是一个非常匪夷所思的组织，它无法像研究欧洲范围内的女权组织一样追溯其前身，也很难观察到类似日韩女权的清晰发展脉络。 作为社会性组织，他们的行动纲领和行为逻辑异常混乱，他们的权力基础含混不清，他们的经济来源是个永远的…,https://www.zhihu.com/question/485334169/answer/2187014142
世界上真的存在完美犯罪吗？,未知,0,存在，但很可能土到让你提不起任何兴趣。 “但凡异乎寻常的现象，通常不是破案的障碍，反倒成了线索。” 出自《福尔摩斯.血字的研究》 密室杀人？有可行性的密室杀人手法早就被排列成册、公开售卖了，除了极少部分硬核的本格推理作家，大部分作品就是这些方式的排列组合，太阳底下无新鲜事。 没有留下任何证据？这不正好说明凶手有充分的时间打…,https://www.zhihu.com/question/378647766/answer/2180464635
为啥很多人说「读史可以明智」，可我却啥也学不到？,未知,0,我一直都有一个偏见—— “后悔”这种情绪其实是一种非常糟糕的情绪，因为你对某件事一旦后悔，你的双眼就会被这种色彩强烈的情绪蒙蔽，你会对你的意志产生动摇， 你会下意识地把选择的权利交给别人，让别人帮你选，而不是相信自己。 偶尔一次两次还好，不过一旦养成习惯，你离彻底败北也就不远了。 因为这个世界是残酷的，在这个弱肉强食的世界里，…,https://www.zhihu.com/question/421929945/answer/1491012558
男朋友这样是有啥病吗？,未知,0,姑娘，有些话我一定要对你说。 我其实不是很建议你照搬任何一个答主的方法，真的，包括我在内。 在知乎，你可以学习情感技巧，也可以学习理论知识， 但直接提问需要实际操作的感情问题，其实是件很糟糕的事， 因为答主们在写下回答时并没有直面你所面对的情况，纠结于你所在意的取舍， 他们只是一个局外人， 他们往往是作为一个纯粹的理性人来批判这一…,https://www.zhihu.com/question/418122411/answer/1450232530
有哪些令人悲痛的文学/动漫/影视作品中的人物的死？,未知,0,严肃向作品里，为了把剧情推向最高峰，像“团长”一类的精神领袖基本上是难逃一死， 团长终有一死，不过有的团长之死重于泰山: “把死亡的意义托付给下一个生者，这是我们对抗这个残酷世界的唯一手段！！！” 有的团长…,https://www.zhihu.com/question/61932912/answer/1449202420
患有自闭症是什么体验？,未知,0,我曾经在上海的一家咖啡屋兼职过，里面除了我和店长，其他服务人员全部由自闭症患者组成。 为了照顾自闭症服务员们那转瞬即逝的记忆，我们的咖啡只有三种:意式浓缩、拿铁、法式香草。 但这似乎依然无济于事，还是经常会出现有顾客点完单，服务员转过身走向吧台，都几乎快走到我面前了，突然露出一副茫然的表情，然后又转身回到顾客身边， “欢迎光…,https://www.zhihu.com/question/346039906/answer/1437963039
动画《JoJo的奇妙冒险》最让你上头的一幕是哪一幕？,未知,0,铭刻DIO之名的棺木被打捞上来的那一瞬间。 因为我一直很好奇，在海底沉睡的那一百年里，迪奥究竟在思考些什么呢？ 像老年人一样回忆自己的人生吗？可惜迪奥沉入海底的那年也不过才二十岁出头，并没有那么多材料可供…,https://www.zhihu.com/question/391399924/answer/1437652538
现在能证阿罗汉果吗？,未知,0,诸位，题主提出了一个非常棒的问题，因为任何一个宗教如果想进一步发展壮大，这类问题背后的本质将是不得不迈过的一条鸿沟。 现在，无论您是否是某个宗教的教徒，请让我们现在从自己的身份剥离开来，作为一个纯粹的“理性人”冷静探讨一下这件事。 无论是佛教还是其他宗教，其实很少有人敢明目张胆地张扬，宣称福报在今生今世就能够显现(邪教除外…,https://www.zhihu.com/question/416721267/answer/1437120031
如何看踹伤猥亵男男生被解除刑拘，案件提级由市公安局重新调查？,未知,0,“爸，我出事了！” “出什么事了，乖儿子？” “我性骚扰妇女被抓了!” “嗨，这是赚钱的好事啊，讲得这么吓人，搞得我还以为你见义勇为了呢。”…,https://www.zhihu.com/question/417588740/answer/1434836805
韦伯怎样才能和大帝赢得圣杯战争？,未知,0,其实从中学时我就一直在幻想一个场景: 韦伯和大帝坐上心爱的小车车，他们身旁坐着一个从『王之军队』里拉出来的神射手， 大帝驾驶着车速飙上200码的小车车在大街上各种漂移、刀片超车，神射手在车尾架着黑市里买的机枪突突突，韦伯缩着脑袋给机枪递弹链。 哪管什么不列颠英雄·神代人物·圆桌骑士之首·骑士王·阿尔托莉雅啊，直接在可视距离外…,https://www.zhihu.com/question/408324491/answer/1429030716
如何评价「没有祖国你什么都不是」这句话？,未知,0,有一天，你走在大街上，急匆匆地正要去上学或上班，人群里突然有一个人跳出来，紧紧地拉住你的衣袖，神情异常激动地对你说: “陛下！水能载舟亦能覆舟啊！陛下您千万要三思啊！” 虽然不知你作何感想，不过被精神疾病患者袭击，我这边还是建议你报警呢。 “没有祖国，你什么都不是。” 这句话最初由戈培尔说给高层官员，首先是意在提醒他们，不要被…,https://www.zhihu.com/question/47778396/answer/1426890841
为什么《理想国》里有那么多诡辩的论证？而且书里的人们竟然都信服了？,未知,0,现在，身为哲学家的你上了一辆公交车，车上所有座位都坐满了人。 车上有一个座位是专门为老年人设立的“博爱座”，不过现在，这个座位被一个年轻人占据了。 这时，一位老奶奶上了车。她杵着拐杖，腿脚十分不便，很需要一个座位。 有一位小姐虽然自己也没有座位，但她很心疼老奶奶，于是大喊着呼吁有座位的人们让座。 最后一位先生起身让座，老奶奶如…,https://www.zhihu.com/question/20323418/answer/1419187696
你认为你见过的最霸气的图片是哪张？,未知,0,中间这位应该是班长，严肃的表情中透着难以掩盖的自豪。 旁边两位很耐人寻味，两个小伙子一个斜靠着枪，一个好像在走神，仿佛在说: “啊？不就随随便便端掉印度一个炮兵营吗，有什么大不了的？拍完没有啊，我还赶着吃…,https://www.zhihu.com/question/342848648/answer/1413401036
为什么老一辈会认为健身出来是畸形身材？,未知,0,多年前还在医学院读本科的时候，家里正好有一位亲戚住院，就是那种常见的普通老人，有一点文化，但没有什么主见。 作为当时正好放假在家的医学生，自然是被拉去照顾病人了。 看了一下病例单，嗯，小腿骨折，没有糖尿病，没有肾脏疾病。 “阿姨，您这病想好的快点，得多补充营养。每顿多吃点肉和蛋吧，您这40kg的体重，每天最少也要补充36.8…,https://www.zhihu.com/question/410923579/answer/1410255691
心理学中有哪些细思极恐的理论？,未知,0,观前提示：本实验自1990年开始，至今未得出有说服力的结论，请大家不要恐慌，不信谣、不传谣。 1990年，有研究者开发出了一项计算机人脸合成技术，把许多面孔叠加在一起形成新面孔（Langlois，1990）， 240名随机抽取的男性志愿者被分为四组，他们要鉴赏女性面孔的照片分别由4张、8张、16张、32张叠加而成。 但这场原…,https://www.zhihu.com/question/37738059/answer/1409731286
一个人是生而优秀，还是后天培养出来的优秀？,未知,0,真人真事。 我外婆生活的那个村里，有一位种豌豆的老农。 40岁那年，他发现一个现象：每次播种用的都是黄色豌豆，可收获时却多出不少绿色豌豆。 他最初认为是别家的绿色豌豆花粉飘到这边来了。 随着前些年农村外出务工的人越来越多，最后只有他一个人还在种豌豆了。 但这种现象依然年年存在。 他开始隐约察觉到事情的蹊跷，认为其中一定有规律可言。…,https://www.zhihu.com/question/22753639/answer/1405529060
健身房真的很乱吗？,未知,0,何止是乱啊，简直跟鸦片馆似的。 好好的小伙子走进去，出来的时候面色惨白，下楼梯都得扶着栏杆。 这还不止，健身房还能让人变娘。 亲眼看到一个肌肉猛男深蹲150KG，在蹲到六个准备站起来时，这个铁骨铮铮、人高马大的汉子，居然发出了那种小女生的呻吟————那种黄花大闺女第一次入洞房，被新郎按住手腕压在床上发出的那种又痛又爽的娇喘声…,https://www.zhihu.com/question/328980960/answer/1404367106
四大文明古国为什么都是农耕文明而不是海洋文明或游牧文明？,未知,0,诸位，你在中学时代背单词的时候，也许曾发现过一个有趣的现象： 畜牧业graziery 渔业Fisheries 手工业handicraft 农业agriculture culture，意味着文化、文明、艺术、有特定信仰的组织和群体；agri在斯洛伐克语里则是“农业”的意思。 在一衣带水的欧洲语言体系里，似乎只有农业…,https://www.zhihu.com/question/269816367/answer/1400502082
什么是骑士精神？,未知,0,一天，某个法国村庄爆发了叛乱，一队骑士前去平叛。 农民:“大人，您是骑士，按照规定你们不能杀平民啊！” 骑士脱下铠甲并摘下胸前的勋章，“好了，至少现在我不是骑士了。” 村民当场去世。 国王表示很赞，给骑士们每…,https://www.zhihu.com/question/21308055/answer/1393556256
为什么食人族里面不会爆发朊病毒？,未知,0,其实你已经说出答案了——因为“食人”这个风俗。 (我在写回答时，当时的题目是:为什么食人族里面会爆发朊病毒) 早在18世纪，人们已经陆续注意到了由朊病毒引发的病症：羊瘙痒症、疯牛病。但当时普遍认为朊病毒不…,https://www.zhihu.com/question/412731365/answer/1393151576
南京女大学生被杀，能否在一定程度上表示出当前社会女性的择偶观？,未知,0,中国每年的谋杀案数从2014年开始就保持稳定下降，截止至2019年，每10万人中0.7起，一年总计9800起。 相当于每天都有27起左右谋杀案发生，在这样一个并不小的基数上，偶尔发生一些奇葩的、夺人眼球的案件，是很正常的事情。 不过某些别有用心的人啊，他的眼睛看不到那剩下的9799起命案，只见他眼睛一瞟，定睛一看，哦！这里…,https://www.zhihu.com/question/412352779/answer/1393048662
为什么我们要感谢老师?他们传授知识，我们难道是没交钱吗？,未知,0,看到这个问题时，不知不觉中已经面带微笑了，这真的是一个很可爱的问题，一个假装成熟的孩子终于忍不住揭开伪装的面具透口气，字里行间透露出青涩少年特有的迷惘。 答主们，不要对一个少年这么言辞刻薄啊。 题主的年龄大概是多大呢？应该是介于初二和高二之间吧，作为一个学子的路倒也走了近小一半了，应该陆陆续续接触了几十位老师了吧？ 正在阅读…,https://www.zhihu.com/question/410804853/answer/1384613129
女孩考上清华跪谢父母系摆拍，作者回应「我正能量有错吗」，你怎么看？是「正能量」还是「挣流量」？,未知,0,你的子女，其实不是你的子女。 他们是生命对于自身渴望而诞生的孩子。 他们借助你来到这世界，却非因你而来。 他们在你身旁，却并不属于你。 你可以给予他们的是你的爱，却不是你的思想， 因为他们有自己的思想。 你可以庇护的是他们的身体，却不是他们的灵魂， 因为他们的灵魂属于明天， 属于你做梦都无法到达的明天， 你可以拼尽全力，变得像他们一样，…,https://www.zhihu.com/question/410250675/answer/1381914796
认识到生存的可悲，为什么人类没有自我毁灭的决心？,未知,0,你的心理其实并不是你的心理，它是大脑出于对生命的渴望自发形成的活动。你的爱好其实也不是你的爱好，因为你的一切自发的举动初衷都是为了让“人类”这个族群延续。 就像我们天然偏好重油重糖的食物，因为它能最高效地储存热量以帮助我们在那些匮乏年代度过难关；我们会下意识地避免高强度运动，因为我们的身体仍然像150万年前一样在为随时可…,https://www.zhihu.com/question/410498669/answer/1381792492
从宇宙的尺度看，生物的存在是否能脱离细胞？,未知,0,题目给了个蛮宽松的条件:宇宙的尺度。这给了很大的发挥空间。 这是目前认可度比较高的生命的特征: 1.能自我复制。 2.能够储蓄和利用能量。 比如朊病毒，从1960年开始对朊病毒造成的疾病进行研究，但一直到1997年，在这之间甚至没人意识到“朊病毒”本身的存在。 因为它连遗传物质都没有，这37年间一直被学者们误以为是一种普通的纤维…,https://www.zhihu.com/question/411565631/answer/1379495356
有什么和“生命都会死亡”一样的基础规则，可以帮助我们对生命意义进行思考?,未知,0,最近正好在做一项“年龄对自杀率的影响”的研究。 这项调查是在无意中开启的，在各个机构得出的问卷数据中，在全年龄段的男性自杀率都是显著高于女性的，这一点事实上已经是心理学的常识。 但是，似乎在某两个年龄段里，自杀率的性别差异却达到了顶峰。 20-30岁，男性的自杀率是女性的6倍（Kruger，2006） 70岁以上，男性的自杀率…,https://www.zhihu.com/question/408293448/answer/1373544899
你们是如何从男生身上薅羊毛？,未知,0,你小子今天算是问对人了，一般人我还不告诉他，今天就算便宜你了。 一.关系亲密的男生 先送男生这款羊毛衫，让他穿上。 这款由于属于贴身衣物，一般很少有单独穿的，大多需要搭配外套。 关系不够亲密的话，想把手伸进人…,https://www.zhihu.com/question/410915952/answer/1371771647
父母骂我打我我一定奉还，你们怎么做？,未知,0,我的外公在老家同时养过鸽子和鸡。 对于鸡，外公允许我跟它玩耍，甚至把它们打得乱飞乱跳也不会责怪我。 因为外公知道，鸡离开我们就无法生存，不仅会受困于食物，还要时时在野狗饥饿的目光下瑟瑟发抖。所以就算被打到遍体鳞伤，它还是会贱兮兮地回来。 但我不敢伤害鸽子。我靠近它时必须轻手轻脚，我给它们喂食物时要小心翼翼地捧在手上，因为我知…,https://www.zhihu.com/question/409654844/answer/1365806111
面对禽兽不如的坏人，现在为什么很少有路过的人出手打抱不平？,未知,0,如果你见义勇为，我精神上支持你，你被打了我可以帮你报警，你受伤了我可以帮你打120，你蹲局子了我最多在网上贡献一点微薄的舆论， 要是你不幸去世了，我还可以帮你转发一下你的事迹。 对不起，我的能力只允许我做这么多了。 更多的事情我们既没有能力做，也不想去做，因为现在没有几套房连老奶奶都不敢扶。 北大前段时间发言，说北大的学生遇到…,https://www.zhihu.com/question/405681562/answer/1330251374
薅羊毛的群到底是真的假的？,未知,0,如果有人愿意告诉你这些，你或许需要思考一下，那个人是否是你失散多年的亲爹。 因为除了亲爹，现实世界哪有这样的好心人啊？真有iPhone之类的商品以几块钱的价格出售，我挂在二手平台上卖不香吗。 成年人的世界…,https://www.zhihu.com/question/403170367/answer/1318240925
阿强为什么不锻炼时停能力？,未知,0,也许是美国的文化输出吧，超级英雄的形象在我们心中越来越深刻，我们几乎下意识地认为，“英雄”一定是自带高光、英俊潇洒的超人了。 荒木则试图告诉我们，所谓“英雄”不过就只是一个个有着黄金精神的普通人。 当你在生活中遇到危险的时候，愿意对你伸出援手的不会是超级英雄，而是你身边十分普通以至于你平时都不会多看一眼的普通人，他也许是一…,https://www.zhihu.com/question/403127511/answer/1304353393
如何评价《明日方舟》最新活动「乌萨斯的孩子们」?,未知,0,诸位知道怎么用刀切肉吗？而且是切那种大块的带骨肉？ 有过料理经验的朋友可能会觉得这个问题很弱智——不就是用刀反复切割骨头间的缝隙处嘛。 是的，这种方法是正确的，但只适合于状态良好的锋利切肉刀。 那怎么用钝刀…,https://www.zhihu.com/question/401084873/answer/1291305493
"请告诉我发音为：táo, bǎo, diàn的词是什么？",未知,0,1.逃鸨店 指老鸨提前得到要被警察突击检查的风声，匆忙逃走，留下的一家空壳风俗店，简称“逃鸨店” 2.掏爆腚 3.桃饱店 指一群肥宅整天开蟠桃大会的场所。 (科普：动漫爱好者喜欢称呼某动漫角色为自己老婆，其他同…,https://www.zhihu.com/question/399717275/answer/1281672006
中国人有没有种族歧视？,未知,0,曾经有，而且很严重。 但凡是一个多民族国家，在各个民族相貌身材、生活习惯、文化习俗都差异巨大的情况下，必然会爆发冲突与矛盾。 中国现在的各民族和谐共处，是因为已经经历了长达两千年的交流磨合。 诸位可以看看古代对少数民族的称呼：东狄、西戎、南蛮、北夷，没一个是好名字，有的甚至还有反犬旁——这是把人家当成一种野兽来看待了。 在这两…,https://www.zhihu.com/question/58990986/answer/1268124250
如果高考中途突然有学霸疯了，站起来大声念答案，这件事会被怎么处理？,未知,0,大家好，我是题主(捂脸) 匆忙写好问题就发布了，本想着过段时间再仔细编辑一下问题，结果回过神来时已经变成热门问题，无法编辑了。。。 很多答主认为答案还没有念完就会被监考老师架出去，但我原本预想的情况是： 一…,https://www.zhihu.com/question/398597705/answer/1265660354
怎么评价《三体》中程心几次辜负了地球？,未知,0,我大概能猜出“威慑系统”的灵感来源:上个世纪的美苏冷战。 美国总统的办公桌有三个按钮，用来干什么大家估计都清楚。也就是说，针对苏联的核威胁一定程度上只取决于美国总统一个人，而个人的思想是不可观测的，这就形成了核威慑。 比如美国总统有可能某天喝高了，或者被老婆戴绿帽子后对生活绝望了，可要命的是核弹启动器在他手上，你说这威慑力…,https://www.zhihu.com/question/397969102/answer/1260013144
如何看待美国明尼苏达州明尼阿波利斯因警察压死黑人发生暴乱？,未知,0,堡垒最容易从内部攻破，说不定明天就解放白宫了呢？(狗头) 愤怒的黑人们唱着国际歌，手中高举马列毛的著作冲入白宫解放美国，正道的光撒在了大地上。…,https://www.zhihu.com/question/397995405/answer/1258853077
为什么美国感染百万我感受不到大家悲伤？,未知,0,5月23日，美国各地的海滩开放了。 大家在沙滩上晒着日光浴，在海中游泳、冲浪，甚至还有人在沙滩上烧烤野餐。 截止至当天，确诊人数已经高达168万，并且以每日2万的速度稳定增加着。 人家自己都不悲伤，您又来劲…,https://www.zhihu.com/question/391302885/answer/1245169806
反智主义有什么危害？,未知,0,“反智主义”可能跟很多朋友想象中的有所不同，其实它并不是一个最近才出现的新事物， 相反，它诞生的时间与信息传播技术的发展高度重合，至少也要追溯到第一次世界大战。 诸位也许看到过类似的例子： 这三段文字是我在…,https://www.zhihu.com/question/298652619/answer/1244928924
女生练什么可以防身?,未知,0,某些大哥们，别把小姑娘们往坑里带了。真的，有些回答看得我心惊肉跳的。 大部分的回答都是推荐的中国跤和柔道一类的空手搏击技，虽然难度各异，但这些都没有任何问题。 不过一类推荐随身携带武器的就值得怀疑了。 能让…,https://www.zhihu.com/question/384392346/answer/1239217513
男女力量差距真的那么大么?,未知,0,不知道诸位有没有看过拳击比赛(或其他任何非表演性质的对抗比赛)，机智的你至少一定注意到了一点：几乎所有的对抗赛事都是按重量级来分级的。 但遗憾的是，这个分级制度并不是一开始就有的，在这之前的相当一段长的时间里，一个身体欣长的轻量级是有可能对上一个大块头的，你想想那个画面得有多美，轻量级选手就像在玩魂斗罗或超级玛丽一样，被…,https://www.zhihu.com/question/26528726/answer/1233659048
怎么看待在烈士陵园门前嬉笑打闹放风筝的行为？,未知,0,烈士们大概会会心一笑吧，他们献出生命，就是为了看孩子们的笑脸啊。,https://www.zhihu.com/question/386917670/answer/1232689823
你有什么秘密是想深藏一辈子的？,未知,0,高中的时候，我被一个同性喜欢，她的妈妈知道了，经常跑到学校里来闹，但她不知道我在哪个班。 我们学校每周星期一都要在操场上举行升旗仪式，她的妈妈又来了。她走上升旗台，用话筒喊我的名字，骂我婊子，耽误她女儿，说了很多不好听的话。 女生后来每次见到我，都拉着我的手跪下来哭，说对不起，对不起。我怎么拉都拉不起来。 我其实并不在意这些…,https://www.zhihu.com/question/348481204/answer/1224856405
喜欢一个女生，可是她有男朋友了，如何挖墙脚?,未知,0,"有男朋友的女生，你只有一个竞争对手； 没有男朋友的女生，你有无数个竞争对手。 那么答案已经显而易见了 少年，你还在等什么？ (小声逼逼几句：前提是你和她男朋友互不认识，不然就等死吧(°ー°〃),)…",https://www.zhihu.com/question/392835863/answer/1224670065
为什么承太郎发动时停的时候会喊：“砸挖撸多”？,未知,0,承太郎：“食堂泼辣酱！” 白金之星：“啊？叫我干嘛？” 承太郎：“砸瓦鲁多！” 白金之星：“哦哦，好的。” 毕竟白金之星的功能太多了，画素描、接子弹、赶论文、当望远镜、欧拉欧拉，你如果只是叫他名字，人家不知道…,https://www.zhihu.com/question/393661460/answer/1214009334
如何看待 B 站 UP 主「西安跑酷少女(知乎脆脆鲨) 」对线武当陈师行道长的视频？,未知,0,请想像一下，假如你是一个古代武士。 你的雇主发现朝廷有超过半数大臣要谋反，他把一封写了证据的绝密文书递到你手中。为了证明文书的真实性，他挥刀自尽。他临死前紧紧握住你的手，流着泪跪下恳求你，请你务必将头颅和文书送到皇上手中。 京城中到处都是谋反派的眼线，你一出门就被盯上了。 你的后面是一个武士提着刀狂奔着追杀你，你的身旁有骑马…,https://www.zhihu.com/question/392378150/answer/1206327333
为什么我觉得网上有很多人在煽动男女，邻里，亲戚之间的仇恨，让他们对立，是我的错觉吗？,未知,0,刷知乎的人比其他平台的人智商高得多，如果想把一些价值观扭曲的道理硬灌输给他们，作者绝对会被怼到飞起。 但如果给他们讲故事，把你的观点悄悄加在故事里，很多人就会误以为这是他们自己思考后得出的结论。 相信你一定见过类似的故事： 我的父亲是一位面朝黄土背朝天的老农民，虽然每天都很辛苦，但一辈子铁骨铮铮，没向谁低过头。 小时候不懂事，…,https://www.zhihu.com/question/393082334/answer/1206046966
真的很多人用 AO3 吗？,未知,0,当纳粹来抓共产主义者的时候， 我保持沉默； 我不是共产主义者。 当他们囚禁社会民主主义者的时候， 我保持沉默； 我不是社会民主主义者。 当他们来抓工会会员的时候， 我没有抗议； 我不是工会会员。 当他们来抓犹太人的时候， 我保持沉默； 我不是犹太人。 最后他们直奔我而来， 已经没有人能替我说话了…,https://www.zhihu.com/question/375729550/answer/1202397198
明日方舟能不能进行好友扩列（官服）？,未知,0,B服，艾谢尔，请多指教。 常用的几个干员练度都比较高，除了傀影，技能都是专三。如果需要我更换的话，在评论区留言就好。…,https://www.zhihu.com/question/340287544/answer/1200036678
如何看待《明日方舟》中霜星的死令全网“哀鸿遍野”，对爱国者却没人表示伤心？,未知,0,霜星实在是太过脆弱，能天使两个技能就带走了。就像古代武士在阳光中打坐时，在身旁的紫罗兰上停留的蝴蝶，静静地陪伴着你。 现在武士被国家征召，要上战场了，蝴蝶也就离开了。它在微风中颤抖的样子是那么的唯美但又那么的脆弱。 霜星与你的关系在朋友和恋人之间，她的死亡就像蝴蝶在寒风中离开花枝，将这个感情彻底升华，这种感情是十分容易表达…,https://www.zhihu.com/question/391986090/answer/1198311872
如何评价明日方舟BOSS爱国者？,未知,0,爱国者：“接下来轮到你了，阿米娅！” 阿米娅：“混蛋，，爱国者！” 爱国者：“嚯嚯，不是转身逃走，而是靠近我爱国者吗？难得你的博士像考试结束了还在答题的考生一样，拼了命地要把我爱国者第二阶段要拆高台的秘密…,https://www.zhihu.com/question/391956103/answer/1196545893
